City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,luderitz,-26.6481,15.1594,19.18,47,60,5.08,NA,1689426478
365,shakawe,-18.3667,21.85,27.47,16,0,2.25,BW,1689426478
366,klyuchi,52.2667,79.1667,27.11,25,75,7.7,RU,1689426230
367,nema,57.5067,50.5011,14.14,81,100,3.8,RU,1689426479
368,liman,48.9884,37.8023,25.12,39,4,7.49,UA,1689426479
369,amahai,-3.3333,128.9167,28.33,88,100,2.06,ID,1689426479
370,ola,59.5833,151.2833,11.19,84,0,2.06,RU,1689426480
371,port augusta,-32.5,137.7667,10.13,86,0,5.65,AU,1689426480
372,phan rang-thap cham,11.5667,108.9833,29.16,66,100,3.85,VN,1689426480
373,totness,5.8833,-56.3167,27.88,77,15,3.89,SR,1689426480
374,happy valley-goose bay,53.3168,-60.3315,24.74,59,92,3.31,CA,1689426480
375,laguna,38.421,-121.4238,22.47,68,0,1.54,US,1689426481
376,acapulco de juarez,16.8634,-99.8901,26.9,74,75,3.6,MX,1689426481
377,kalabo,-14.97,22.6814,28.88,16,0,2.86,ZM,1689426481
378,torghay,49.6339,63.4981,28.71,23,7,7.86,KZ,1689426482
379,viana do castelo,41.6932,-8.8329,20.44,63,78,4.91,PT,1689426482
380,angra dos reis,-23.0067,-44.3181,20.44,54,0,1.59,BR,1689426318
381,mammoth lakes,37.6485,-118.9721,7.4,53,0,1.54,US,1689426483
382,fort mcmurray,56.7268,-111.381,14.07,72,89,1.55,CA,1689426483
383,anloga,5.7947,0.8973,27.66,75,30,5.95,GH,1689426484
384,synel'nykove,48.3204,35.5179,24.73,39,90,5.32,UA,1689426484
385,nabire,-3.3667,135.4833,24.44,91,100,0.92,ID,1689426485
386,cidreira,-30.1811,-50.2056,11.62,70,11,1.76,BR,1689426485
387,utrik,11.2278,169.8474,28.26,79,71,7.36,MH,1689426486
388,lazaro cardenas,17.9583,-102.2,26.13,85,61,2.0,MX,1689426400
389,cabo san lucas,22.8909,-109.9124,30.28,66,28,4.37,MX,1689426028
390,chegdomyn,51.1167,133.0167,17.59,51,100,0.45,RU,1689426487
391,hanceville,34.0607,-86.7675,24.25,92,82,3.19,US,1689426487
392,verkhnevilyuysk,63.4453,120.3167,5.39,96,100,4.62,RU,1689426488
393,talcahuano,-36.7167,-73.1167,1.82,100,0,3.09,CL,1689426488
394,shizuishan,39.2333,106.7694,27.16,14,0,5.17,CN,1689426489
395,gisborne,-38.6533,178.0042,8.74,85,15,3.35,NZ,1689426489
396,pemangkat,1.1667,108.9667,26.76,78,100,4.7,ID,1689426490
397,leer,53.2316,7.461,26.08,64,100,5.83,DE,1689426490
398,keminmaa,65.8596,24.8228,17.87,82,75,5.14,FI,1689426491
399,haiku-pauwela,20.9219,-156.3051,23.91,81,0,4.63,US,1689426491
400,palapag,12.5458,125.1147,25.93,89,100,2.58,PH,1689426491
401,minab,27.1467,57.0801,37.0,48,4,4.64,IR,1689426492
402,keelung,25.1283,121.7419,31.43,86,45,8.33,TW,1689426492
403,kupang,-10.1667,123.5833,24.48,76,2,5.38,ID,1689426492
404,wad rawah,15.1603,33.1397,39.63,24,45,8.83,SD,1689426493
405,taltal,-25.4,-70.4833,18.14,58,1,1.7,CL,1689426493
406,gamay,12.3854,125.2979,25.94,90,100,2.38,PH,1689426493
407,darwin,-12.4611,130.8418,22.99,88,0,0.0,AU,1689426493
408,naivasha,-0.7167,36.4359,21.43,47,82,4.41,KE,1689426445
409,nguigmi,14.2495,13.1092,34.25,40,27,4.68,NE,1689426494
410,isiro,2.7739,27.616,26.83,64,100,0.27,CD,1689426494
411,dakhla,23.6848,-15.958,22.83,75,6,10.91,EH,1689426495
412,sainte-anne-des-monts,49.124,-66.4924,20.41,81,100,2.46,CA,1689426495
413,annau,37.8876,58.516,40.15,14,19,7.4,TM,1689426496
414,kodiak,57.79,-152.4072,12.73,94,100,0.0,US,1689426496
415,urangan,-25.3,152.9,19.72,67,99,3.57,AU,1689426496
416,medicine hat,50.0501,-110.6683,14.55,94,100,1.54,CA,1689426245
417,ustyuzhna,58.8394,36.4321,15.9,93,100,2.41,RU,1689426497
418,dompu,-8.5356,118.4622,20.89,93,6,1.12,ID,1689426497
419,tshabong,-26.05,22.45,22.53,25,6,3.66,BW,1689426497
420,island harbour,50.724,-1.2758,20.11,76,5,5.81,GB,1689426498
421,alaior,39.9303,4.1404,29.86,62,0,5.14,ES,1689426498
422,san luis del palmar,-27.5079,-58.5545,11.63,73,0,2.02,AR,1689426498
423,jalalabad,34.4265,70.4515,38.45,32,0,4.95,AF,1689426499
424,morant bay,17.8815,-76.4093,30.95,78,24,5.28,JM,1689426499
425,manokwari,-0.8667,134.0833,25.44,85,100,3.96,ID,1689426499
426,vicuna,-30.0319,-70.7081,5.85,13,2,2.8,CL,1689426500
427,nueva gerona,21.8833,-82.8,30.06,66,81,4.98,CU,1689426500
428,katpur,21.05,71.7833,29.37,76,97,8.27,IN,1689426500
429,yakeshi,49.2833,120.7333,18.25,76,100,0.56,CN,1689426500
430,the pas,53.8251,-101.2541,10.99,86,100,5.9,CA,1689426500
431,gebeit,21.0667,36.3167,42.15,8,99,2.27,SD,1689426501
432,port isabel,26.0734,-97.2086,28.36,88,20,4.63,US,1689426501
433,quellon,-43.1167,-73.6167,3.14,100,0,0.0,CL,1689426501
434,ponta delgada,37.7333,-25.6667,22.4,68,20,4.63,PT,1689426501
435,miranda,3.2499,-76.2281,21.09,80,86,0.5,CO,1689426502
436,huarmey,-10.0681,-78.1522,21.0,81,90,2.73,PE,1689426502
437,pandan,14.0453,124.1694,27.4,81,100,4.34,PH,1689426502
438,ankazoabo,-22.2833,44.5167,27.4,22,0,2.99,MG,1689426502
439,kuloy,61.0305,42.4925,23.08,37,100,0.6,RU,1689426503
440,castillos,-34.1667,-53.8333,8.01,70,51,3.28,UY,1689426503
441,linkoping,58.4109,15.6216,24.43,52,100,5.14,SE,1689426503
442,oebisfelde,52.4333,10.9833,24.12,62,100,11.89,DE,1689426504
443,sur,22.5667,59.5289,34.48,52,35,1.5,OM,1689426504
444,al jawf,29.5,38.75,42.4,6,0,0.97,SA,1689426504
445,ust'-ilimsk,58.0006,102.6619,17.68,42,100,2.3,RU,1689426504
446,tete,-16.1564,33.5867,26.05,41,40,2.68,MZ,1689426056
447,bayanaul,50.7889,75.6956,24.95,26,9,10.29,KZ,1689426505
448,humberto de campos,-2.5983,-43.4611,27.51,73,100,4.09,BR,1689426324
449,abepura,-2.6333,140.5833,25.45,83,20,1.54,ID,1689426505
450,livingston,55.9029,-3.5226,20.45,60,40,7.2,GB,1689426505
451,lorengau,-2.0226,147.2712,28.13,79,100,6.02,PG,1689426227
452,luimneach,52.6647,-8.6231,16.16,95,100,9.27,IE,1689426506
453,kirakira,-10.4544,161.9205,24.87,97,100,4.26,SB,1689426506
454,akureyri,65.6835,-18.0878,5.96,87,100,3.6,IS,1689426219
455,ambovombe,-25.1667,46.0833,22.44,53,0,7.02,MG,1689426506
456,tupanatinga,-8.7533,-37.3397,25.67,46,0,2.63,BR,1689426507
457,kalundborg,55.6795,11.0886,28.51,75,94,5.68,DK,1689426507
458,krasnoarmeyskoye,52.7182,50.0322,22.11,54,100,4.05,RU,1689426507
459,petauke,-14.2426,31.3253,24.51,29,0,1.7,ZM,1689426507
460,rye,40.9807,-73.6837,27.92,81,20,0.89,US,1689426508
461,port moresby,-9.4431,147.1797,22.92,80,28,6.54,PG,1689426508
462,aswan,24.0934,32.907,42.61,9,0,4.63,EG,1689426379
463,slatyne,50.2242,36.1608,23.14,49,75,6.93,UA,1689426508
464,inirida,3.8653,-67.9239,24.6,94,87,1.3,CO,1689426509
465,zavety il'icha,49.0294,140.2494,14.32,65,100,1.35,RU,1689426509
466,myrhorod,49.9685,33.6089,25.41,41,78,5.76,UA,1689426509
467,vilyuysk,63.7553,121.6247,5.23,94,100,5.27,RU,1689426509
468,sinop,41.7711,34.8709,23.24,62,1,4.97,TR,1689426510
469,aykhal,66.0,111.5,8.83,51,100,2.78,RU,1689426510
470,plettenberg bay,-34.0527,23.3716,16.74,68,87,3.32,ZA,1689426510
471,susuman,62.7833,148.1667,17.57,77,4,3.0,RU,1689426510
472,datong,40.0936,113.2914,21.25,45,100,3.01,CN,1689426510
473,ad dawadimi,24.5077,44.3924,41.18,5,40,6.83,SA,1689426511
474,whangarei,-35.7317,174.3239,9.58,97,25,1.97,NZ,1689426511
475,palm valley,30.1775,-81.3876,28.46,88,64,3.74,US,1689426511
476,dabakala,8.3667,-4.4333,28.32,71,100,2.32,CI,1689426511
477,robore,-18.3333,-59.75,19.93,42,98,1.62,BO,1689426512
478,moss point,30.4116,-88.5345,29.48,86,0,1.54,US,1689426512
479,ribeira brava,32.65,-17.0667,26.18,76,7,0.69,PT,1689426512
480,pitman,39.7329,-75.1316,28.95,79,40,3.09,US,1689426512
481,puerto aysen,-45.4,-72.7,4.09,97,100,1.65,CL,1689426512
482,north bend,43.4065,-124.2243,13.81,94,100,2.57,US,1689426315
483,remire-montjoly,4.9167,-52.2667,30.02,70,75,3.09,GF,1689426513
484,rundu,-17.9333,19.7667,27.48,16,0,2.34,NA,1689426513
485,al kharijah,25.4514,30.5464,41.02,10,37,6.01,EG,1689426513
486,kerema,-7.9631,145.7785,25.21,82,99,4.86,PG,1689426513
487,carthage,36.8611,10.3316,40.74,21,0,3.6,TN,1689426165
488,reggane,26.7158,0.1714,44.42,5,0,1.54,DZ,1689426514
489,umba,66.6871,34.3429,16.49,75,64,2.79,RU,1689426514
490,motueka,-41.1333,173.0167,8.39,80,98,1.8,NZ,1689426514
491,chibougamau,49.9168,-74.3659,16.81,74,100,2.84,CA,1689426515
492,brokopondo,4.75,-55.1667,27.02,79,11,3.74,SR,1689426515
493,ujae,8.9322,165.7642,28.59,71,100,6.02,MH,1689426515
494,almeirim,-1.5233,-52.5817,28.29,69,23,2.6,BR,1689426515
495,gunjur,13.2019,-16.7339,32.04,62,75,5.14,GM,1689426515
496,kasempa,-13.4584,25.8338,26.76,20,3,2.18,ZM,1689426516
497,wadgaon,18.7333,73.65,23.69,84,100,5.37,IN,1689425998
498,bambari,5.768,20.6757,28.13,72,56,1.55,CF,1689426516
499,moussoro,13.6408,16.4901,35.99,31,12,5.12,TD,1689426516
500,ipora,-16.4419,-51.1178,22.18,34,6,2.83,BR,1689426516
501,taro,-8.3862,115.28,22.0,95,91,1.29,ID,1689426517
502,manta,-0.95,-80.7333,26.67,78,100,8.05,EC,1689426486
503,puerto santa,-8.9906,-78.6456,21.25,83,90,3.75,PE,1689426517
504,vila franca do campo,37.7167,-25.4333,22.23,61,51,2.38,PT,1689426517
505,mgandu,-5.95,34.1333,26.58,25,0,3.14,TZ,1689426518
506,morondava,-20.2833,44.2833,25.73,57,1,5.13,MG,1689426519
507,aizkraukle,56.6048,25.2553,25.47,32,18,2.59,LV,1689426519
508,kilindoni,-7.9139,39.6668,24.92,74,1,7.19,TZ,1689426520
509,okondja,-0.6549,13.6753,35.71,32,99,0.45,GA,1689426520
510,karungdong,5.8844,121.263,27.43,86,100,4.52,PH,1689426520
511,volodarskiy,46.4013,48.5409,32.97,40,94,10.0,RU,1689426520
512,milagres,-7.3133,-38.9456,32.01,36,6,1.59,BR,1689426521
513,barah,13.7,30.3667,37.57,25,91,7.03,SD,1689426521
514,olyokminsk,60.3736,120.4264,12.27,50,97,1.27,RU,1689426521
515,ternate,0.8,127.4,24.24,94,100,1.9,ID,1689426522
516,sao joao da barra,-21.6403,-41.0511,22.05,54,14,2.83,BR,1689426522
517,turpan,42.9333,89.1667,44.95,7,1,1.27,CN,1689426522
518,basse-terre,16.1667,-61.6667,28.58,70,40,6.69,GP,1689426522
519,ta'if,21.2703,40.4158,33.36,18,68,3.61,SA,1689426523
520,nazir town,33.3061,73.4833,35.11,42,9,1.52,PK,1689426523
521,selkirk,50.1436,-96.8845,15.05,81,100,3.18,CA,1689426523
522,giado,31.9582,12.0203,37.58,8,0,5.46,LY,1689426523
523,savelugu,9.6244,-0.8253,32.95,50,87,1.94,GH,1689426524
524,semenov,56.7875,44.493,22.09,46,100,3.57,RU,1689426524
525,markovo,57.3206,107.0881,15.82,63,7,1.84,RU,1689426524
526,stephenville,32.2207,-98.2023,28.81,71,0,3.09,US,1689426524
527,maxixe,-23.8597,35.3472,22.89,50,9,3.61,MZ,1689426525
528,mejit,10.2753,170.8646,28.12,75,66,8.59,MH,1689426525
529,labrador city,52.9463,-66.9114,20.52,58,2,2.71,CA,1689426525
530,florida,28.7505,-82.5001,28.84,84,40,0.89,US,1689426525
531,illizi,26.4833,8.4667,40.33,6,0,4.0,DZ,1689426525
532,santa cruz de las flores,20.4833,-103.5,18.09,85,59,0.96,MX,1689426526
533,banswara,23.55,74.45,29.78,67,100,4.05,IN,1689426298
534,bonnyville,54.2668,-110.735,13.15,79,99,1.66,CA,1689426526
535,pontianak,-0.0333,109.3333,26.99,83,20,2.06,ID,1689426293
536,tionk essil,12.7856,-16.5217,26.25,83,100,2.93,SN,1689426526
537,tual,-5.6667,132.75,26.44,85,16,8.21,ID,1689426527
538,itamaraca,-7.7478,-34.8256,29.03,70,18,3.88,BR,1689426527
539,sydney mines,46.2367,-60.2177,25.06,82,100,3.13,CA,1689426527
540,gautampura,22.9833,75.5167,27.42,79,100,3.64,IN,1689426479
541,murray bridge,-35.1167,139.2667,6.82,77,1,2.11,AU,1689426527
542,puerto carreno,6.189,-67.4859,25.25,86,96,1.57,CO,1689426528
543,cafayate,-26.073,-65.9761,16.51,13,0,0.38,AR,1689426528
544,penal,10.1667,-61.4667,27.72,86,39,0.45,TT,1689426528
545,northam,51.0333,-4.2167,18.7,85,21,12.21,GB,1689426528
546,vypasne,45.8756,34.1773,29.56,36,2,5.3,UA,1689426529
547,kill devil hills,36.0307,-75.676,29.99,85,75,3.6,US,1689426529
548,ad dilam,23.9915,47.1627,45.91,5,13,5.58,SA,1689426529
549,boende,-0.2167,20.8667,35.74,33,28,0.72,CD,1689426529
550,turkmenbasy,40.0222,52.9552,28.29,48,0,5.59,TM,1689426530
551,saint augustine beach,29.8505,-81.2654,27.82,83,0,3.09,US,1689426530
552,melfort,52.8667,-104.6177,11.57,76,100,5.52,CA,1689426530
553,komatipoort,-25.4332,31.9548,23.92,31,0,2.49,ZA,1689426530
554,tadine,-21.55,167.8833,20.64,57,5,9.18,NC,1689426531
555,kannur,11.8675,75.3576,26.64,83,100,4.11,IN,1689426531
556,along,28.1667,94.7667,26.01,95,35,0.2,IN,1689426443
557,bonthe,7.5264,-12.505,28.09,70,60,3.97,SL,1689426531
558,taroa,8.7058,171.2275,28.24,74,72,7.77,MH,1689426531
559,kolonia town,6.964,158.206,29.0,74,75,4.63,FM,1689426532
560,fisterra,42.9049,-9.2629,22.64,65,0,5.1,ES,1689426532
561,demre,36.2537,29.9777,37.15,22,0,3.22,TR,1689426532
562,shambu,9.5667,37.1,16.26,82,58,1.62,ET,1689426532
563,goz beida,13.95,20.55,35.21,33,86,3.91,TD,1689426532
564,kalat,29.0225,66.5916,30.82,15,93,6.35,PK,1689426533
565,vernon,50.2581,-119.2691,19.05,66,45,0.45,CA,1689426533
566,dahanu,19.9667,72.7333,27.5,87,100,5.66,IN,1689426533
567,thunder bay,48.4001,-89.3168,13.99,100,100,3.6,CA,1689426340
